NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1993_08_17_a149_seg2_s8;24;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_17_a159_seg2_s2;28;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_08_17_a2_seg12_s3;36;;x;;x;;;;;;;;;;;;;;propositional;;;;;final;
NZZ_1993_08_17_a34_seg2_s6;39;;x;x;;;;;;;;;;;;;;;anim_proxy;;;;collocation;;
NZZ_1993_08_18_a118_seg4_s14;26;;x;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_08_18_a145_seg3_s5;11;;x;x;;;;;;;;;;;;;;;inanim;;;;collocation;;
NZZ_1993_08_18_a30_seg2_s13;15;;;x;;;;;;;;;;;;;;;inanim;;;;EXP-related_object;psych?;
NZZ_1993_08_19_a112_seg2_s2;3;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_08_19_a165_seg2_s3;28;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_08_19_a70_seg2_s2;3;;x;x;;;;;;;;;;;;;;;inanim;;;;result_PP;;
NZZ_1993_08_20_a145_seg2_s8;7;;;x;;;;;;;;;;;;;;;inanim;;;;EXP-related_object;psych?;
NZZ_1993_08_20_a40_seg2_s7;72;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_20_a75_seg2_s12;27;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_21_a63_seg14_s3;8;;x;;x;;;;;;;;;;;;;;inanim;;;;fragment;;
NZZ_1993_08_23_a112_seg2_s5;17;;;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych?;
NZZ_1993_08_24_a132_seg6_s17;5;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_24_a132_seg8_s5;19;;x;;x;;;;;;;;;;;;;;inanim;;x;;psych_ambiguous;psych?, vermögen;
NZZ_1993_08_24_a23_seg7_s2;29;;;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych?;
NZZ_1993_08_24_a29_seg2_s7;72;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_08_24_a55_seg8_s3;7;;x;;x;;;;;;;;;;;;;;inanim;;;;resultative_object;;
NZZ_1993_08_24_a58_seg11_s6;4;;x;;x;;;;;;;;;;;;;;ambiguous;;;;EXP-indicating_adjunct;probably inanim, für-PP;
NZZ_1993_08_24_a98_seg4_s4;16;;x;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_25_a30_seg4_s14;9;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_08_25_a65_seg4_s11;2;;x;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous, STM_coordination, collocation;psych?;
NZZ_1993_08_25_a97_seg11_s6;9;;x;;x;;;;;;;;;;;;;;inanim;;;;EXP-indicating_adjunct;für-PP;
NZZ_1993_08_26_a59_seg14_s7;11;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_27_a5_seg4_s7;18;;x;;x;;;;;;;;;;;;;;propositional;;;;;final;
NZZ_1993_08_27_a74_seg2_s5;5;;x;;x;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych?;
NZZ_1993_08_28_a156_seg2_s35;2;;x;;x;;;;;;;;;;;;;;propositional;;;;non-phoric_es;wenn;
