NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1993_07_30_a59_seg3_s17;26;;;;;x;;;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_07_31_a160_seg2_s4;14;;;;;;;;;x;;;;;;;;;;von;;;EXP_anim_proxy;;inanim von-PP
NZZ_1993_08_02_a25_seg8_s1;4;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_02_a63_seg5_s7;21;;;;x;;;;;;;;;;;;;;inanim;in;;;;;
NZZ_1993_08_05_a127_seg13_s7;33;;;;x;;;;;;;;;;;;;;inanim;mit;;;;;
NZZ_1993_08_05_a47_seg3_s7;10;;;;x;;;;;;;;;;;;;;ambiguous;mit;x;;;;vermögen
NZZ_1993_08_05_a86_seg1_s1;26;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_06_a138_seg8_s1;23;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_08_06_a15_seg4_s2;30;;;;;x;;;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_08_07_a150_seg2_s12;28;;;x;;;;;;;;;;;;;;;anim;;;;;instrumental?;
NZZ_1993_08_09_a77_seg13_s7;10;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_08_09_a77_seg15_s9;5;;;x;;;;;;;;;;;;;;;inanim;;x;;metonymic_STM, EXP_anim_proxy;;inanim control, adjunct control
NZZ_1993_08_10_a30_seg2_s6;16;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_08_11_a138_seg7_s5;28;;;x;;;;;;;;;;;;;;;inanim;;;;metonymic_EXP;;
NZZ_1993_08_12_a11_seg7_s4;27;;;x;;;;;;;;;;;;;;;propositional;;;;;;
NZZ_1993_08_12_a24_seg2_s9;38;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_08_14_a125_seg2_s20;14;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_14_a157_seg8_s4;60;;;x;;;;;;;;;;;;;;;ambiguous;als;;;metonymic_EXP;;
NZZ_1993_08_16_a76_seg6_s2;7;;;;x;;;;;;;;;;;;;;anim;durch;;;;;inanim durch-PP
NZZ_1993_08_17_a125_seg7_s2;29;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_20_a93_seg4_s3;30;;;;x;;;;;;;;;;;;;;propositional;;x;;;;vermögen
NZZ_1993_08_21_a80_seg10_s1;34;;;;x;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_08_21_a91_seg10_s1;34;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_08_23_a112_seg2_s14;14;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_23_a201_seg2_s6;20;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_24_a38_seg2_s14;4;;;;x;;;;;;;;;;;;;;inanim;durch;;;;;inanim durch-PP
NZZ_1993_08_24_a74_seg2_s13;22;;;;;;;x;;;;;;;;;;;;von;;;;;
NZZ_1993_08_30_a160_seg3_s9;8;;;;;x;;;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_08_30_a75_seg3_s4;15;;;;x;;;;;;;;;;;;;;anim;durch;;;;;inanim durch-PP
NZZ_1993_12_01_a178_seg6_s10;9;;;;;;;x;;;;;;;;;;;;von;;;EXP_anim_proxy;;inanim von-PP
NZZ_1993_12_03_a113_seg4_s5;8;;;;x;;;;;;;;;;;;;;anim;durch;;;;;inanim durch-PP
NZZ_1993_12_04_a165_seg5_s1;16;;;;;;;x;;;;;;;;;;;;von;;;;;
NZZ_1993_12_04_a49_seg11_s5;9;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_12_06_a55_seg10_s5;2;;;;;;;;;;x;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_12_06_a87_seg2_s3;14;;;;x;;;;;;;;;;;;;;anim_proxy;durch;;;;;inanim durch-PP
NZZ_1993_12_07_a190_seg2_s8;9;;;x;;;;;;;;;;;;;;;inanim;;;;STM_coordination;;
NZZ_1993_12_07_a88_seg1_s13;24;;;x;;;;;;;;;;;;;;;anim;mit;;;title;;Publikum
NZZ_1993_12_08_a111_seg3_s16;5;x;;;;;;;;;;;;;;;;;;;;;fragment;;
NZZ_1993_12_10_a214_seg2_s18;33;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_12_13_a183_seg5_s7;4;;;;x;;;;;;;;;;;;;;anim;durch;;;;Theaterrolle/ literarische Figur, instrumental;inanim durch-PP
NZZ_1993_12_15_a204_seg3_s5;28;;;;;;;;;;x;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_12_16_a43_seg2_s15;18;;;;;x;;;;;;;;;;;;;;von;;;;;inanim von-PP, Publikum
NZZ_1993_12_22_a16_seg4_s7;40;;;x;;;;;;;;;;;;;;;inanim;;;;EXP_anim_proxy, EXP_coordination;;
NZZ_1993_12_24_a39_seg2_s5;5;;;;;x;;;;;;;;;;;;;;;;;;;
NZZ_1993_12_27_a118_seg12_s2;13;;;;x;;;;;;;;;;;;;;inanim;durch;;;;;
NZZ_1993_12_27_a40_seg4_s8;3;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_12_30_a44_seg8_s2;14;;;x;;;;;;;;;;;;;;;inanim;;;;;;
